index,mnist_index,mnist_label,clean_path,gaussian_blur_path,salt_pepper_path,speckle_path
118,14276,0,D:\bennett\computer vision\lab2\data\clean\118.png,D:\bennett\computer vision\lab2\data\gaussian_blur\118.png,D:\bennett\computer vision\lab2\data\salt_pepper\118.png,D:\bennett\computer vision\lab2\data\speckle\118.png
119,14430,0,D:\bennett\computer vision\lab2\data\clean\119.png,D:\bennett\computer vision\lab2\data\gaussian_blur\119.png,D:\bennett\computer vision\lab2\data\salt_pepper\119.png,D:\bennett\computer vision\lab2\data\speckle\119.png
120,14587,4,D:\bennett\computer vision\lab2\data\clean\120.png,D:\bennett\computer vision\lab2\data\gaussian_blur\120.png,D:\bennett\computer vision\lab2\data\salt_pepper\120.png,D:\bennett\computer vision\lab2\data\speckle\120.png
121,14635,3,D:\bennett\computer vision\lab2\data\clean\121.png,D:\bennett\computer vision\lab2\data\gaussian_blur\121.png,D:\bennett\computer vision\lab2\data\salt_pepper\121.png,D:\bennett\computer vision\lab2\data\speckle\121.png
122,15026,1,D:\bennett\computer vision\lab2\data\clean\122.png,D:\bennett\computer vision\lab2\data\gaussian_blur\122.png,D:\bennett\computer vision\lab2\data\salt_pepper\122.png,D:\bennett\computer vision\lab2\data\speckle\122.png
123,15318,0,D:\bennett\computer vision\lab2\data\clean\123.png,D:\bennett\computer vision\lab2\data\gaussian_blur\123.png,D:\bennett\computer vision\lab2\data\salt_pepper\123.png,D:\bennett\computer vision\lab2\data\speckle\123.png
124,15592,9,D:\bennett\computer vision\lab2\data\clean\124.png,D:\bennett\computer vision\lab2\data\gaussian_blur\124.png,D:\bennett\computer vision\lab2\data\salt_pepper\124.png,D:\bennett\computer vision\lab2\data\speckle\124.png
125,15716,1,D:\bennett\computer vision\lab2\data\clean\125.png,D:\bennett\computer vision\lab2\data\gaussian_blur\125.png,D:\bennett\computer vision\lab2\data\salt_pepper\125.png,D:\bennett\computer vision\lab2\data\speckle\125.png
126,15734,0,D:\bennett\computer vision\lab2\data\clean\126.png,D:\bennett\computer vision\lab2\data\gaussian_blur\126.png,D:\bennett\computer vision\lab2\data\salt_pepper\126.png,D:\bennett\computer vision\lab2\data\speckle\126.png
127,15874,5,D:\bennett\computer vision\lab2\data\clean\127.png,D:\bennett\computer vision\lab2\data\gaussian_blur\127.png,D:\bennett\computer vision\lab2\data\salt_pepper\127.png,D:\bennett\computer vision\lab2\data\speckle\127.png
128,15963,8,D:\bennett\computer vision\lab2\data\clean\128.png,D:\bennett\computer vision\lab2\data\gaussian_blur\128.png,D:\bennett\computer vision\lab2\data\salt_pepper\128.png,D:\bennett\computer vision\lab2\data\speckle\128.png
129,16257,5,D:\bennett\computer vision\lab2\data\clean\129.png,D:\bennett\computer vision\lab2\data\gaussian_blur\129.png,D:\bennett\computer vision\lab2\data\salt_pepper\129.png,D:\bennett\computer vision\lab2\data\speckle\129.png
130,16477,9,D:\bennett\computer vision\lab2\data\clean\130.png,D:\bennett\computer vision\lab2\data\gaussian_blur\130.png,D:\bennett\computer vision\lab2\data\salt_pepper\130.png,D:\bennett\computer vision\lab2\data\speckle\130.png
131,16490,5,D:\bennett\computer vision\lab2\data\clean\131.png,D:\bennett\computer vision\lab2\data\gaussian_blur\131.png,D:\bennett\computer vision\lab2\data\salt_pepper\131.png,D:\bennett\computer vision\lab2\data\speckle\131.png
132,16494,5,D:\bennett\computer vision\lab2\data\clean\132.png,D:\bennett\computer vision\lab2\data\gaussian_blur\132.png,D:\bennett\computer vision\lab2\data\salt_pepper\132.png,D:\bennett\computer vision\lab2\data\speckle\132.png
133,16519,0,D:\bennett\computer vision\lab2\data\clean\133.png,D:\bennett\computer vision\lab2\data\gaussian_blur\133.png,D:\bennett\computer vision\lab2\data\salt_pepper\133.png,D:\bennett\computer vision\lab2\data\speckle\133.png
134,16733,5,D:\bennett\computer vision\lab2\data\clean\134.png,D:\bennett\computer vision\lab2\data\gaussian_blur\134.png,D:\bennett\computer vision\lab2\data\salt_pepper\134.png,D:\bennett\computer vision\lab2\data\speckle\134.png
135,16785,8,D:\bennett\computer vision\lab2\data\clean\135.png,D:\bennett\computer vision\lab2\data\gaussian_blur\135.png,D:\bennett\computer vision\lab2\data\salt_pepper\135.png,D:\bennett\computer vision\lab2\data\speckle\135.png
136,16802,4,D:\bennett\computer vision\lab2\data\clean\136.png,D:\bennett\computer vision\lab2\data\gaussian_blur\136.png,D:\bennett\computer vision\lab2\data\salt_pepper\136.png,D:\bennett\computer vision\lab2\data\speckle\136.png
137,16821,6,D:\bennett\computer vision\lab2\data\clean\137.png,D:\bennett\computer vision\lab2\data\gaussian_blur\137.png,D:\bennett\computer vision\lab2\data\salt_pepper\137.png,D:\bennett\computer vision\lab2\data\speckle\137.png
138,17016,5,D:\bennett\computer vision\lab2\data\clean\138.png,D:\bennett\computer vision\lab2\data\gaussian_blur\138.png,D:\bennett\computer vision\lab2\data\salt_pepper\138.png,D:\bennett\computer vision\lab2\data\speckle\138.png
139,17172,5,D:\bennett\computer vision\lab2\data\clean\139.png,D:\bennett\computer vision\lab2\data\gaussian_blur\139.png,D:\bennett\computer vision\lab2\data\salt_pepper\139.png,D:\bennett\computer vision\lab2\data\speckle\139.png
140,17183,7,D:\bennett\computer vision\lab2\data\clean\140.png,D:\bennett\computer vision\lab2\data\gaussian_blur\140.png,D:\bennett\computer vision\lab2\data\salt_pepper\140.png,D:\bennett\computer vision\lab2\data\speckle\140.png
141,17270,8,D:\bennett\computer vision\lab2\data\clean\141.png,D:\bennett\computer vision\lab2\data\gaussian_blur\141.png,D:\bennett\computer vision\lab2\data\salt_pepper\141.png,D:\bennett\computer vision\lab2\data\speckle\141.png
142,17389,3,D:\bennett\computer vision\lab2\data\clean\142.png,D:\bennett\computer vision\lab2\data\gaussian_blur\142.png,D:\bennett\computer vision\lab2\data\salt_pepper\142.png,D:\bennett\computer vision\lab2\data\speckle\142.png
143,17409,3,D:\bennett\computer vision\lab2\data\clean\143.png,D:\bennett\computer vision\lab2\data\gaussian_blur\143.png,D:\bennett\computer vision\lab2\data\salt_pepper\143.png,D:\bennett\computer vision\lab2\data\speckle\143.png
144,17514,5,D:\bennett\computer vision\lab2\data\clean\144.png,D:\bennett\computer vision\lab2\data\gaussian_blur\144.png,D:\bennett\computer vision\lab2\data\salt_pepper\144.png,D:\bennett\computer vision\lab2\data\speckle\144.png
145,17617,7,D:\bennett\computer vision\lab2\data\clean\145.png,D:\bennett\computer vision\lab2\data\gaussian_blur\145.png,D:\bennett\computer vision\lab2\data\salt_pepper\145.png,D:\bennett\computer vision\lab2\data\speckle\145.png
146,17768,8,D:\bennett\computer vision\lab2\data\clean\146.png,D:\bennett\computer vision\lab2\data\gaussian_blur\146.png,D:\bennett\computer vision\lab2\data\salt_pepper\146.png,D:\bennett\computer vision\lab2\data\speckle\146.png
147,17883,1,D:\bennett\computer vision\lab2\data\clean\147.png,D:\bennett\computer vision\lab2\data\gaussian_blur\147.png,D:\bennett\computer vision\lab2\data\salt_pepper\147.png,D:\bennett\computer vision\lab2\data\speckle\147.png
148,17928,1,D:\bennett\computer vision\lab2\data\clean\148.png,D:\bennett\computer vision\lab2\data\gaussian_blur\148.png,D:\bennett\computer vision\lab2\data\salt_pepper\148.png,D:\bennett\computer vision\lab2\data\speckle\148.png
149,17997,3,D:\bennett\computer vision\lab2\data\clean\149.png,D:\bennett\computer vision\lab2\data\gaussian_blur\149.png,D:\bennett\computer vision\lab2\data\salt_pepper\149.png,D:\bennett\computer vision\lab2\data\speckle\149.png
150,18039,3,D:\bennett\computer vision\lab2\data\clean\150.png,D:\bennett\computer vision\lab2\data\gaussian_blur\150.png,D:\bennett\computer vision\lab2\data\salt_pepper\150.png,D:\bennett\computer vision\lab2\data\speckle\150.png
151,18072,1,D:\bennett\computer vision\lab2\data\clean\151.png,D:\bennett\computer vision\lab2\data\gaussian_blur\151.png,D:\bennett\computer vision\lab2\data\salt_pepper\151.png,D:\bennett\computer vision\lab2\data\speckle\151.png
152,18126,8,D:\bennett\computer vision\lab2\data\clean\152.png,D:\bennett\computer vision\lab2\data\gaussian_blur\152.png,D:\bennett\computer vision\lab2\data\salt_pepper\152.png,D:\bennett\computer vision\lab2\data\speckle\152.png
153,18273,0,D:\bennett\computer vision\lab2\data\clean\153.png,D:\bennett\computer vision\lab2\data\gaussian_blur\153.png,D:\bennett\computer vision\lab2\data\salt_pepper\153.png,D:\bennett\computer vision\lab2\data\speckle\153.png
154,18439,8,D:\bennett\computer vision\lab2\data\clean\154.png,D:\bennett\computer vision\lab2\data\gaussian_blur\154.png,D:\bennett\computer vision\lab2\data\salt_pepper\154.png,D:\bennett\computer vision\lab2\data\speckle\154.png
155,18545,1,D:\bennett\computer vision\lab2\data\clean\155.png,D:\bennett\computer vision\lab2\data\gaussian_blur\155.png,D:\bennett\computer vision\lab2\data\salt_pepper\155.png,D:\bennett\computer vision\lab2\data\speckle\155.png
156,18588,3,D:\bennett\computer vision\lab2\data\clean\156.png,D:\bennett\computer vision\lab2\data\gaussian_blur\156.png,D:\bennett\computer vision\lab2\data\salt_pepper\156.png,D:\bennett\computer vision\lab2\data\speckle\156.png
157,18613,2,D:\bennett\computer vision\lab2\data\clean\157.png,D:\bennett\computer vision\lab2\data\gaussian_blur\157.png,D:\bennett\computer vision\lab2\data\salt_pepper\157.png,D:\bennett\computer vision\lab2\data\speckle\157.png
158,18807,4,D:\bennett\computer vision\lab2\data\clean\158.png,D:\bennett\computer vision\lab2\data\gaussian_blur\158.png,D:\bennett\computer vision\lab2\data\salt_pepper\158.png,D:\bennett\computer vision\lab2\data\speckle\158.png
159,18881,0,D:\bennett\computer vision\lab2\data\clean\159.png,D:\bennett\computer vision\lab2\data\gaussian_blur\159.png,D:\bennett\computer vision\lab2\data\salt_pepper\159.png,D:\bennett\computer vision\lab2\data\speckle\159.png
160,18914,0,D:\bennett\computer vision\lab2\data\clean\160.png,D:\bennett\computer vision\lab2\data\gaussian_blur\160.png,D:\bennett\computer vision\lab2\data\salt_pepper\160.png,D:\bennett\computer vision\lab2\data\speckle\160.png
161,18976,9,D:\bennett\computer vision\lab2\data\clean\161.png,D:\bennett\computer vision\lab2\data\gaussian_blur\161.png,D:\bennett\computer vision\lab2\data\salt_pepper\161.png,D:\bennett\computer vision\lab2\data\speckle\161.png
162,19165,2,D:\bennett\computer vision\lab2\data\clean\162.png,D:\bennett\computer vision\lab2\data\gaussian_blur\162.png,D:\bennett\computer vision\lab2\data\salt_pepper\162.png,D:\bennett\computer vision\lab2\data\speckle\162.png
163,19183,7,D:\bennett\computer vision\lab2\data\clean\163.png,D:\bennett\computer vision\lab2\data\gaussian_blur\163.png,D:\bennett\computer vision\lab2\data\salt_pepper\163.png,D:\bennett\computer vision\lab2\data\speckle\163.png
164,19193,7,D:\bennett\computer vision\lab2\data\clean\164.png,D:\bennett\computer vision\lab2\data\gaussian_blur\164.png,D:\bennett\computer vision\lab2\data\salt_pepper\164.png,D:\bennett\computer vision\lab2\data\speckle\164.png
165,19408,6,D:\bennett\computer vision\lab2\data\clean\165.png,D:\bennett\computer vision\lab2\data\gaussian_blur\165.png,D:\bennett\computer vision\lab2\data\salt_pepper\165.png,D:\bennett\computer vision\lab2\data\speckle\165.png
166,19672,4,D:\bennett\computer vision\lab2\data\clean\166.png,D:\bennett\computer vision\lab2\data\gaussian_blur\166.png,D:\bennett\computer vision\lab2\data\salt_pepper\166.png,D:\bennett\computer vision\lab2\data\speckle\166.png
167,19710,6,D:\bennett\computer vision\lab2\data\clean\167.png,D:\bennett\computer vision\lab2\data\gaussian_blur\167.png,D:\bennett\computer vision\lab2\data\salt_pepper\167.png,D:\bennett\computer vision\lab2\data\speckle\167.png
168,19825,5,D:\bennett\computer vision\lab2\data\clean\168.png,D:\bennett\computer vision\lab2\data\gaussian_blur\168.png,D:\bennett\computer vision\lab2\data\salt_pepper\168.png,D:\bennett\computer vision\lab2\data\speckle\168.png
169,19946,6,D:\bennett\computer vision\lab2\data\clean\169.png,D:\bennett\computer vision\lab2\data\gaussian_blur\169.png,D:\bennett\computer vision\lab2\data\salt_pepper\169.png,D:\bennett\computer vision\lab2\data\speckle\169.png
170,20050,9,D:\bennett\computer vision\lab2\data\clean\170.png,D:\bennett\computer vision\lab2\data\gaussian_blur\170.png,D:\bennett\computer vision\lab2\data\salt_pepper\170.png,D:\bennett\computer vision\lab2\data\speckle\170.png
171,20091,5,D:\bennett\computer vision\lab2\data\clean\171.png,D:\bennett\computer vision\lab2\data\gaussian_blur\171.png,D:\bennett\computer vision\lab2\data\salt_pepper\171.png,D:\bennett\computer vision\lab2\data\speckle\171.png
172,20234,4,D:\bennett\computer vision\lab2\data\clean\172.png,D:\bennett\computer vision\lab2\data\gaussian_blur\172.png,D:\bennett\computer vision\lab2\data\salt_pepper\172.png,D:\bennett\computer vision\lab2\data\speckle\172.png
173,20451,3,D:\bennett\computer vision\lab2\data\clean\173.png,D:\bennett\computer vision\lab2\data\gaussian_blur\173.png,D:\bennett\computer vision\lab2\data\salt_pepper\173.png,D:\bennett\computer vision\lab2\data\speckle\173.png
174,20724,0,D:\bennett\computer vision\lab2\data\clean\174.png,D:\bennett\computer vision\lab2\data\gaussian_blur\174.png,D:\bennett\computer vision\lab2\data\salt_pepper\174.png,D:\bennett\computer vision\lab2\data\speckle\174.png
175,20731,0,D:\bennett\computer vision\lab2\data\clean\175.png,D:\bennett\computer vision\lab2\data\gaussian_blur\175.png,D:\bennett\computer vision\lab2\data\salt_pepper\175.png,D:\bennett\computer vision\lab2\data\speckle\175.png
176,21109,1,D:\bennett\computer vision\lab2\data\clean\176.png,D:\bennett\computer vision\lab2\data\gaussian_blur\176.png,D:\bennett\computer vision\lab2\data\salt_pepper\176.png,D:\bennett\computer vision\lab2\data\speckle\176.png
177,21598,2,D:\bennett\computer vision\lab2\data\clean\177.png,D:\bennett\computer vision\lab2\data\gaussian_blur\177.png,D:\bennett\computer vision\lab2\data\salt_pepper\177.png,D:\bennett\computer vision\lab2\data\speckle\177.png
178,21671,5,D:\bennett\computer vision\lab2\data\clean\178.png,D:\bennett\computer vision\lab2\data\gaussian_blur\178.png,D:\bennett\computer vision\lab2\data\salt_pepper\178.png,D:\bennett\computer vision\lab2\data\speckle\178.png
179,21748,9,D:\bennett\computer vision\lab2\data\clean\179.png,D:\bennett\computer vision\lab2\data\gaussian_blur\179.png,D:\bennett\computer vision\lab2\data\salt_pepper\179.png,D:\bennett\computer vision\lab2\data\speckle\179.png
180,21838,6,D:\bennett\computer vision\lab2\data\clean\180.png,D:\bennett\computer vision\lab2\data\gaussian_blur\180.png,D:\bennett\computer vision\lab2\data\salt_pepper\180.png,D:\bennett\computer vision\lab2\data\speckle\180.png
181,21866,3,D:\bennett\computer vision\lab2\data\clean\181.png,D:\bennett\computer vision\lab2\data\gaussian_blur\181.png,D:\bennett\computer vision\lab2\data\salt_pepper\181.png,D:\bennett\computer vision\lab2\data\speckle\181.png
182,21993,3,D:\bennett\computer vision\lab2\data\clean\182.png,D:\bennett\computer vision\lab2\data\gaussian_blur\182.png,D:\bennett\computer vision\lab2\data\salt_pepper\182.png,D:\bennett\computer vision\lab2\data\speckle\182.png
183,22067,2,D:\bennett\computer vision\lab2\data\clean\183.png,D:\bennett\computer vision\lab2\data\gaussian_blur\183.png,D:\bennett\computer vision\lab2\data\salt_pepper\183.png,D:\bennett\computer vision\lab2\data\speckle\183.png
184,22070,2,D:\bennett\computer vision\lab2\data\clean\184.png,D:\bennett\computer vision\lab2\data\gaussian_blur\184.png,D:\bennett\computer vision\lab2\data\salt_pepper\184.png,D:\bennett\computer vision\lab2\data\speckle\184.png
185,22193,5,D:\bennett\computer vision\lab2\data\clean\185.png,D:\bennett\computer vision\lab2\data\gaussian_blur\185.png,D:\bennett\computer vision\lab2\data\salt_pepper\185.png,D:\bennett\computer vision\lab2\data\speckle\185.png
186,22372,4,D:\bennett\computer vision\lab2\data\clean\186.png,D:\bennett\computer vision\lab2\data\gaussian_blur\186.png,D:\bennett\computer vision\lab2\data\salt_pepper\186.png,D:\bennett\computer vision\lab2\data\speckle\186.png
187,22450,9,D:\bennett\computer vision\lab2\data\clean\187.png,D:\bennett\computer vision\lab2\data\gaussian_blur\187.png,D:\bennett\computer vision\lab2\data\salt_pepper\187.png,D:\bennett\computer vision\lab2\data\speckle\187.png
188,22742,2,D:\bennett\computer vision\lab2\data\clean\188.png,D:\bennett\computer vision\lab2\data\gaussian_blur\188.png,D:\bennett\computer vision\lab2\data\salt_pepper\188.png,D:\bennett\computer vision\lab2\data\speckle\188.png
189,22753,7,D:\bennett\computer vision\lab2\data\clean\189.png,D:\bennett\computer vision\lab2\data\gaussian_blur\189.png,D:\bennett\computer vision\lab2\data\salt_pepper\189.png,D:\bennett\computer vision\lab2\data\speckle\189.png
190,23091,8,D:\bennett\computer vision\lab2\data\clean\190.png,D:\bennett\computer vision\lab2\data\gaussian_blur\190.png,D:\bennett\computer vision\lab2\data\salt_pepper\190.png,D:\bennett\computer vision\lab2\data\speckle\190.png
191,23830,6,D:\bennett\computer vision\lab2\data\clean\191.png,D:\bennett\computer vision\lab2\data\gaussian_blur\191.png,D:\bennett\computer vision\lab2\data\salt_pepper\191.png,D:\bennett\computer vision\lab2\data\speckle\191.png
192,23954,1,D:\bennett\computer vision\lab2\data\clean\192.png,D:\bennett\computer vision\lab2\data\gaussian_blur\192.png,D:\bennett\computer vision\lab2\data\salt_pepper\192.png,D:\bennett\computer vision\lab2\data\speckle\192.png
193,24246,9,D:\bennett\computer vision\lab2\data\clean\193.png,D:\bennett\computer vision\lab2\data\gaussian_blur\193.png,D:\bennett\computer vision\lab2\data\salt_pepper\193.png,D:\bennett\computer vision\lab2\data\speckle\193.png
194,24366,1,D:\bennett\computer vision\lab2\data\clean\194.png,D:\bennett\computer vision\lab2\data\gaussian_blur\194.png,D:\bennett\computer vision\lab2\data\salt_pepper\194.png,D:\bennett\computer vision\lab2\data\speckle\194.png
195,24413,9,D:\bennett\computer vision\lab2\data\clean\195.png,D:\bennett\computer vision\lab2\data\gaussian_blur\195.png,D:\bennett\computer vision\lab2\data\salt_pepper\195.png,D:\bennett\computer vision\lab2\data\speckle\195.png
196,24472,4,D:\bennett\computer vision\lab2\data\clean\196.png,D:\bennett\computer vision\lab2\data\gaussian_blur\196.png,D:\bennett\computer vision\lab2\data\salt_pepper\196.png,D:\bennett\computer vision\lab2\data\speckle\196.png
197,24561,7,D:\bennett\computer vision\lab2\data\clean\197.png,D:\bennett\computer vision\lab2\data\gaussian_blur\197.png,D:\bennett\computer vision\lab2\data\salt_pepper\197.png,D:\bennett\computer vision\lab2\data\speckle\197.png
198,24752,2,D:\bennett\computer vision\lab2\data\clean\198.png,D:\bennett\computer vision\lab2\data\gaussian_blur\198.png,D:\bennett\computer vision\lab2\data\salt_pepper\198.png,D:\bennett\computer vision\lab2\data\speckle\198.png
199,24843,9,D:\bennett\computer vision\lab2\data\clean\199.png,D:\bennett\computer vision\lab2\data\gaussian_blur\199.png,D:\bennett\computer vision\lab2\data\salt_pepper\199.png,D:\bennett\computer vision\lab2\data\speckle\199.png
200,24937,8,D:\bennett\computer vision\lab2\data\clean\200.png,D:\bennett\computer vision\lab2\data\gaussian_blur\200.png,D:\bennett\computer vision\lab2\data\salt_pepper\200.png,D:\bennett\computer vision\lab2\data\speckle\200.png
201,24990,7,D:\bennett\computer vision\lab2\data\clean\201.png,D:\bennett\computer vision\lab2\data\gaussian_blur\201.png,D:\bennett\computer vision\lab2\data\salt_pepper\201.png,D:\bennett\computer vision\lab2\data\speckle\201.png
202,24995,5,D:\bennett\computer vision\lab2\data\clean\202.png,D:\bennett\computer vision\lab2\data\gaussian_blur\202.png,D:\bennett\computer vision\lab2\data\salt_pepper\202.png,D:\bennett\computer vision\lab2\data\speckle\202.png
203,25131,8,D:\bennett\computer vision\lab2\data\clean\203.png,D:\bennett\computer vision\lab2\data\gaussian_blur\203.png,D:\bennett\computer vision\lab2\data\salt_pepper\203.png,D:\bennett\computer vision\lab2\data\speckle\203.png
204,25552,3,D:\bennett\computer vision\lab2\data\clean\204.png,D:\bennett\computer vision\lab2\data\gaussian_blur\204.png,D:\bennett\computer vision\lab2\data\salt_pepper\204.png,D:\bennett\computer vision\lab2\data\speckle\204.png
205,25766,8,D:\bennett\computer vision\lab2\data\clean\205.png,D:\bennett\computer vision\lab2\data\gaussian_blur\205.png,D:\bennett\computer vision\lab2\data\salt_pepper\205.png,D:\bennett\computer vision\lab2\data\speckle\205.png
206,25812,1,D:\bennett\computer vision\lab2\data\clean\206.png,D:\bennett\computer vision\lab2\data\gaussian_blur\206.png,D:\bennett\computer vision\lab2\data\salt_pepper\206.png,D:\bennett\computer vision\lab2\data\speckle\206.png
207,25909,9,D:\bennett\computer vision\lab2\data\clean\207.png,D:\bennett\computer vision\lab2\data\gaussian_blur\207.png,D:\bennett\computer vision\lab2\data\salt_pepper\207.png,D:\bennett\computer vision\lab2\data\speckle\207.png
208,25913,5,D:\bennett\computer vision\lab2\data\clean\208.png,D:\bennett\computer vision\lab2\data\gaussian_blur\208.png,D:\bennett\computer vision\lab2\data\salt_pepper\208.png,D:\bennett\computer vision\lab2\data\speckle\208.png
209,25934,1,D:\bennett\computer vision\lab2\data\clean\209.png,D:\bennett\computer vision\lab2\data\gaussian_blur\209.png,D:\bennett\computer vision\lab2\data\salt_pepper\209.png,D:\bennett\computer vision\lab2\data\speckle\209.png
210,25981,1,D:\bennett\computer vision\lab2\data\clean\210.png,D:\bennett\computer vision\lab2\data\gaussian_blur\210.png,D:\bennett\computer vision\lab2\data\salt_pepper\210.png,D:\bennett\computer vision\lab2\data\speckle\210.png
211,26001,7,D:\bennett\computer vision\lab2\data\clean\211.png,D:\bennett\computer vision\lab2\data\gaussian_blur\211.png,D:\bennett\computer vision\lab2\data\salt_pepper\211.png,D:\bennett\computer vision\lab2\data\speckle\211.png
212,26042,9,D:\bennett\computer vision\lab2\data\clean\212.png,D:\bennett\computer vision\lab2\data\gaussian_blur\212.png,D:\bennett\computer vision\lab2\data\salt_pepper\212.png,D:\bennett\computer vision\lab2\data\speckle\212.png
213,26045,9,D:\bennett\computer vision\lab2\data\clean\213.png,D:\bennett\computer vision\lab2\data\gaussian_blur\213.png,D:\bennett\computer vision\lab2\data\salt_pepper\213.png,D:\bennett\computer vision\lab2\data\speckle\213.png
214,26046,2,D:\bennett\computer vision\lab2\data\clean\214.png,D:\bennett\computer vision\lab2\data\gaussian_blur\214.png,D:\bennett\computer vision\lab2\data\salt_pepper\214.png,D:\bennett\computer vision\lab2\data\speckle\214.png
215,26115,8,D:\bennett\computer vision\lab2\data\clean\215.png,D:\bennett\computer vision\lab2\data\gaussian_blur\215.png,D:\bennett\computer vision\lab2\data\salt_pepper\215.png,D:\bennett\computer vision\lab2\data\speckle\215.png
216,26210,0,D:\bennett\computer vision\lab2\data\clean\216.png,D:\bennett\computer vision\lab2\data\gaussian_blur\216.png,D:\bennett\computer vision\lab2\data\salt_pepper\216.png,D:\bennett\computer vision\lab2\data\speckle\216.png
217,26246,4,D:\bennett\computer vision\lab2\data\clean\217.png,D:\bennett\computer vision\lab2\data\gaussian_blur\217.png,D:\bennett\computer vision\lab2\data\salt_pepper\217.png,D:\bennett\computer vision\lab2\data\speckle\217.png
218,26375,6,D:\bennett\computer vision\lab2\data\clean\218.png,D:\bennett\computer vision\lab2\data\gaussian_blur\218.png,D:\bennett\computer vision\lab2\data\salt_pepper\218.png,D:\bennett\computer vision\lab2\data\speckle\218.png
219,26396,6,D:\bennett\computer vision\lab2\data\clean\219.png,D:\bennett\computer vision\lab2\data\gaussian_blur\219.png,D:\bennett\computer vision\lab2\data\salt_pepper\219.png,D:\bennett\computer vision\lab2\data\speckle\219.png
220,26539,1,D:\bennett\computer vision\lab2\data\clean\220.png,D:\bennett\computer vision\lab2\data\gaussian_blur\220.png,D:\bennett\computer vision\lab2\data\salt_pepper\220.png,D:\bennett\computer vision\lab2\data\speckle\220.png
221,26629,3,D:\bennett\computer vision\lab2\data\clean\221.png,D:\bennett\computer vision\lab2\data\gaussian_blur\221.png,D:\bennett\computer vision\lab2\data\salt_pepper\221.png,D:\bennett\computer vision\lab2\data\speckle\221.png
222,26695,5,D:\bennett\computer vision\lab2\data\clean\222.png,D:\bennett\computer vision\lab2\data\gaussian_blur\222.png,D:\bennett\computer vision\lab2\data\salt_pepper\222.png,D:\bennett\computer vision\lab2\data\speckle\222.png
223,26718,2,D:\bennett\computer vision\lab2\data\clean\223.png,D:\bennett\computer vision\lab2\data\gaussian_blur\223.png,D:\bennett\computer vision\lab2\data\salt_pepper\223.png,D:\bennett\computer vision\lab2\data\speckle\223.png
224,26806,9,D:\bennett\computer vision\lab2\data\clean\224.png,D:\bennett\computer vision\lab2\data\gaussian_blur\224.png,D:\bennett\computer vision\lab2\data\salt_pepper\224.png,D:\bennett\computer vision\lab2\data\speckle\224.png
225,26816,4,D:\bennett\computer vision\lab2\data\clean\225.png,D:\bennett\computer vision\lab2\data\gaussian_blur\225.png,D:\bennett\computer vision\lab2\data\salt_pepper\225.png,D:\bennett\computer vision\lab2\data\speckle\225.png
226,26833,9,D:\bennett\computer vision\lab2\data\clean\226.png,D:\bennett\computer vision\lab2\data\gaussian_blur\226.png,D:\bennett\computer vision\lab2\data\salt_pepper\226.png,D:\bennett\computer vision\lab2\data\speckle\226.png
227,27219,7,D:\bennett\computer vision\lab2\data\clean\227.png,D:\bennett\computer vision\lab2\data\gaussian_blur\227.png,D:\bennett\computer vision\lab2\data\salt_pepper\227.png,D:\bennett\computer vision\lab2\data\speckle\227.png
228,27310,5,D:\bennett\computer vision\lab2\data\clean\228.png,D:\bennett\computer vision\lab2\data\gaussian_blur\228.png,D:\bennett\computer vision\lab2\data\salt_pepper\228.png,D:\bennett\computer vision\lab2\data\speckle\228.png
229,27357,7,D:\bennett\computer vision\lab2\data\clean\229.png,D:\bennett\computer vision\lab2\data\gaussian_blur\229.png,D:\bennett\computer vision\lab2\data\salt_pepper\229.png,D:\bennett\computer vision\lab2\data\speckle\229.png
230,27526,5,D:\bennett\computer vision\lab2\data\clean\230.png,D:\bennett\computer vision\lab2\data\gaussian_blur\230.png,D:\bennett\computer vision\lab2\data\salt_pepper\230.png,D:\bennett\computer vision\lab2\data\speckle\230.png
231,27562,8,D:\bennett\computer vision\lab2\data\clean\231.png,D:\bennett\computer vision\lab2\data\gaussian_blur\231.png,D:\bennett\computer vision\lab2\data\salt_pepper\231.png,D:\bennett\computer vision\lab2\data\speckle\231.png
232,27578,1,D:\bennett\computer vision\lab2\data\clean\232.png,D:\bennett\computer vision\lab2\data\gaussian_blur\232.png,D:\bennett\computer vision\lab2\data\salt_pepper\232.png,D:\bennett\computer vision\lab2\data\speckle\232.png
233,27667,7,D:\bennett\computer vision\lab2\data\clean\233.png,D:\bennett\computer vision\lab2\data\gaussian_blur\233.png,D:\bennett\computer vision\lab2\data\salt_pepper\233.png,D:\bennett\computer vision\lab2\data\speckle\233.png
234,27773,9,D:\bennett\computer vision\lab2\data\clean\234.png,D:\bennett\computer vision\lab2\data\gaussian_blur\234.png,D:\bennett\computer vision\lab2\data\salt_pepper\234.png,D:\bennett\computer vision\lab2\data\speckle\234.png
235,27795,3,D:\bennett\computer vision\lab2\data\clean\235.png,D:\bennett\computer vision\lab2\data\gaussian_blur\235.png,D:\bennett\computer vision\lab2\data\salt_pepper\235.png,D:\bennett\computer vision\lab2\data\speckle\235.png
236,27922,4,D:\bennett\computer vision\lab2\data\clean\236.png,D:\bennett\computer vision\lab2\data\gaussian_blur\236.png,D:\bennett\computer vision\lab2\data\salt_pepper\236.png,D:\bennett\computer vision\lab2\data\speckle\236.png
